id_cliente;abandono_cliente;genero;jubilado;pareja;dependientes;meses_antiguedad;servicio_telefono;ad.multiples_lineas;servicio_internet;ad.seguridad_online;ad.respaldo_online;ad.proteccion_dispositivo;ad.soporte_tecnico;tv.streaming;peliculas.streaming;contrato;factura_digital;metodo_pago;cargo.diario;cargo.mensual;cargo.total
4376-KFVRS;No;Masculino;False;Si;Si;72;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);3.75;114.05;8468.2
4377-VDHYI;No;Masculino;False;Si;Si;32;Si;No;Fibra óptica;Si;Si;No;No;No;Si;Un año;Si;Cheque electrónico;2.99;90.8;3023.85
4378-BZYFP;No;Masculino;False;No;No;17;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque por correo;0.67;20.5;365.8
4378-MYPGO;No;Masculino;False;Si;Si;68;Si;No;Fibra óptica;Si;Si;Si;No;Si;Si;Dos años;Si;Transferencia bancaria (automática);3.46;105.25;7173.15
4381-MHQDC;No;Femenino;False;No;No;47;Si;Si;DSL;Si;No;Si;Si;No;No;Dos años;Si;Cheque por correo;2.14;65.0;2879.9
4385-GZQXV;Si;Femenino;True;No;No;16;Si;No;Fibra óptica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.11;94.45;1511.2
4385-ZKVNW;No;Masculino;False;Si;Si;44;Si;No;DSL;No;Si;No;Si;No;No;Mes a mes;Si;Transferencia bancaria (automática);1.8;54.9;2549.1
4389-UEFCZ;No;Femenino;False;Si;No;72;Si;Si;Fibra óptica;Si;No;Si;No;Si;Si;Dos años;Si;Cheque electrónico;3.47;105.5;7544.0
4390-KYULV;Si;Masculino;False;Si;No;3;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Tarjeta de crédito (automática);0.68;20.55;51.15
4391-LNRXK;No;Masculino;False;No;No;22;Si;No;Fibra óptica;No;Si;Si;Si;No;Si;Mes a mes;Si;Transferencia bancaria (automática);3.12;94.95;2142.8
4391-RESHN;Si;Masculino;False;No;No;23;Si;Si;Fibra óptica;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque por correo;3.42;104.05;2470.1
4393-GEADV;No;Masculino;False;Si;Si;70;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);3.77;114.75;7842.3
4393-OBCRR;No;Femenino;False;No;No;3;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.67;20.25;71.2
4393-RYCRE;No;Masculino;False;No;No;44;Si;No;Fibra óptica;Si;Si;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.49;106.05;4510.8
4395-PZMSN;No;Masculino;True;No;No;5;Si;No;Fibra óptica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.81;85.55;408.5
4396-KLSEH;No;Masculino;False;No;No;4;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque electrónico;0.65;19.85;63.0
4397-FRLTA;No;Femenino;False;No;No;4;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.66;20.15;84.5
4398-HSCJH;Si;Femenino;False;No;No;3;Si;Si;DSL;No;No;No;Si;Si;No;Mes a mes;Si;Cheque electrónico;2.09;63.6;155.65
4402-FTBXC;No;Masculino;False;No;No;54;Si;No;Fibra óptica;Si;No;Si;No;Si;No;Mes a mes;No;Cheque por correo;2.95;89.8;4667.0
4403-BWPAY;No;Masculino;False;No;No;14;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Tarjeta de crédito (automática);0.8200000000000001;24.8;321.7
4404-HIBDJ;Si;Femenino;False;No;No;25;Si;No;DSL;Si;Si;Si;Si;Si;No;Un año;No;Cheque por correo;2.44;74.3;1863.8
4412-YLTKF;Si;Femenino;True;No;No;27;Si;Si;Fibra óptica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electrónico;2.5700000000000003;78.05;2135.5
4415-IJZTP;Si;Femenino;False;No;No;1;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.45;74.5;74.5
4415-WNGVR;No;Femenino;True;Si;No;12;Si;No;DSL;Si;No;Si;Si;Si;Si;Un año;Si;Cheque electrónico;2.6;79.2;943.85
4418-LZMSV;No;Masculino;False;Si;Si;13;Si;No;DSL;No;Si;Si;Si;No;No;Mes a mes;No;Transferencia bancaria (automática);2.03;61.8;750.1
4419-UJMUS;No;Masculino;False;Si;Si;69;Si;Si;Fibra óptica;No;No;No;Si;Si;Si;Dos años;Si;Cheque electrónico;3.27;99.35;6856.45
4422-QVIJA;No;Femenino;False;No;Si;35;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;1.65;50.15;1655.35
4423-JWZJN;No;Masculino;False;Si;Si;64;Si;Si;Fibra óptica;No;No;Si;No;No;Si;Un año;No;Tarjeta de crédito (automática);2.9699999999999998;90.25;5629.15
4423-YLHDV;Si;Femenino;False;Si;No;21;Si;Si;Fibra óptica;Si;No;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.43;104.4;2200.25
4424-TKOPW;Si;Masculino;True;No;No;2;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.09;93.85;196.75
4425-OWHWB;No;Femenino;False;No;No;20;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Tarjeta de crédito (automática);0.64;19.35;433.75
4429-WYGFR;No;Masculino;False;No;No;26;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;No;Transferencia bancaria (automática);1.62;49.15;1237.3
4430-UZIPO;Si;Masculino;False;No;No;3;No;Sin servicio telefónico;DSL;No;Si;No;Si;No;No;Mes a mes;Si;Cheque por correo;1.21;36.85;108.7
4430-YHXGG;No;Femenino;False;No;Si;4;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.84;25.45;84.2
4431-EDMIQ;No;Femenino;False;Si;Si;7;Si;No;DSL;Si;Si;Si;Si;Si;No;Mes a mes;Si;Cheque electrónico;2.49;75.7;554.05
4432-ADRLB;Si;Masculino;False;No;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;1.47;44.65;74.9
4433-JCGCG;Si;Masculino;True;Si;No;46;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.32;101.0;4680.05
4438-GGYWL;No;Masculino;False;Si;Si;62;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);3.8;115.55;7159.05
4439-JMPMT;Si;Femenino;False;Si;Si;5;Si;No;Fibra óptica;No;No;No;Si;Si;No;Mes a mes;Si;Cheque electrónico;2.8200000000000003;85.75;470.95
4439-YRNVD;No;Femenino;False;No;No;10;No;Sin servicio telefónico;DSL;No;Si;No;Si;No;No;Mes a mes;No;Cheque electrónico;1.19;36.25;374.0
4441-NIHPT;Si;Femenino;True;No;No;13;Si;No;Fibra óptica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electrónico;2.44;74.3;940.35
4443-EMBNA;No;Femenino;False;Si;No;71;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.81;24.75;1836.9
4445-KWOKW;No;Femenino;False;No;No;42;Si;Si;DSL;Si;Si;No;No;No;No;Un año;Si;Transferencia bancaria (automática);1.98;60.15;2421.6
4445-ZJNMU;No;Masculino;False;No;No;9;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.26;99.3;918.75
4446-BZKHU;Si;Masculino;False;Si;No;61;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.47;105.55;6281.45
4450-DLLMH;No;Masculino;False;No;No;2;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.34;71.3;157.75
4450-MDZFX;No;Masculino;False;Si;Si;60;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);2.44;74.35;4453.3
4450-YOOHP;No;Femenino;False;No;No;39;No;Sin servicio telefónico;DSL;No;No;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);1.67;50.65;1905.4
4451-RWASJ;No;Masculino;False;Si;Si;15;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque por correo;0.64;19.5;239.75
4452-QIIEB;No;Masculino;False;No;No;7;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;1.44;43.9;278.4
4452-ROHMO;No;Femenino;False;No;No;15;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.64;19.6;331.6
4455-BFSPD;No;Femenino;False;Si;No;61;Si;Si;Fibra óptica;No;No;No;Si;Si;Si;Un año;No;Transferencia bancaria (automática);3.33;101.15;6383.9
4456-RHSNB;No;Femenino;False;Si;Si;19;Si;No;DSL;No;No;Si;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);1.63;49.6;962.9
4458-KVRBJ;No;Masculino;False;No;No;59;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.8200000000000001;25.0;1510.5
4459-BBGHE;No;Masculino;False;No;Si;30;No;Sin servicio telefónico;DSL;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;1.46;44.5;1307.8
4462-CYWMH;No;Masculino;True;Si;No;62;Si;Si;Fibra óptica;No;Si;No;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);2.95;89.8;5629.55
4464-JCOLN;Si;Masculino;False;Si;Si;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.65;19.85;35.9
4465-VDKIQ;No;Femenino;False;No;No;18;Si;No;Fibra óptica;No;Si;Si;No;No;No;Mes a mes;No;Cheque electrónico;2.56;77.8;1358.6
4468-KAZHE;No;Femenino;True;Si;No;20;Si;No;DSL;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electrónico;1.97;60.0;1259.35
4468-MLDTH;Si;Masculino;False;No;No;4;Si;No;DSL;No;No;No;Si;Si;No;Mes a mes;Si;Cheque electrónico;2.02;61.3;249.4
4468-YDOVK;No;Masculino;False;No;Si;5;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;Transferencia bancaria (automática);1.6;48.65;235.2
4471-KXAUH;Si;Femenino;False;Si;No;42;Si;Si;Fibra óptica;No;No;Si;Si;No;No;Mes a mes;Si;Cheque electrónico;2.77;84.3;3588.4
4471-OIIDG;Si;Femenino;False;No;No;10;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.31;100.6;1060.2
4472-LVYGI;No;Femenino;False;Si;Si;0;No;Sin servicio telefónico;DSL;Si;No;Si;Si;Si;No;Dos años;Si;Transferencia bancaria (automática);1.73;52.55;0.0
4472-VESGY;No;Femenino;False;Si;Si;52;Si;Si;Fibra óptica;Si;Si;Si;No;No;Si;Mes a mes;No;Transferencia bancaria (automática);3.23;98.15;4993.4
4475-NVTLU;No;Masculino;False;Si;Si;45;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque electrónico;0.63;19.2;903.7
4476-OSWTN;No;Masculino;True;Si;No;69;Si;Si;Fibra óptica;Si;No;Si;Si;Si;Si;Un año;Si;Cheque por correo;3.63;110.55;7610.1
4477-QAXWD;No;Masculino;False;Si;No;25;No;Sin servicio telefónico;DSL;No;No;Si;No;Si;No;Un año;Si;Tarjeta de crédito (automática);1.25;38.1;970.4
4480-MBMLB;No;Femenino;False;No;No;36;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Un año;Si;Transferencia bancaria (automática);3.45;104.8;3886.45
4480-QQRHC;No;Femenino;True;No;No;8;Si;No;Fibra óptica;No;No;Si;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);2.43;74.05;600.15
4482-EWFMI;No;Femenino;False;No;No;2;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.29;69.7;135.2
4482-FTFFX;No;Masculino;False;No;No;5;Si;No;DSL;No;No;Si;Si;No;No;Mes a mes;No;Cheque electrónico;1.85;56.15;291.45
4484-CGXFK;Si;Femenino;False;No;No;3;Si;No;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;1.82;55.3;196.15
4484-GLZOU;Si;Femenino;False;Si;No;52;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.45;105.05;5624.85
4486-EFAEB;No;Masculino;False;No;No;13;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque electrónico;0.67;20.4;251.65
4487-ZYJZK;No;Femenino;False;Si;Si;38;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);0.64;19.6;763.1
4488-KQFDT;No;Femenino;False;No;No;61;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.42;103.95;6423.0
4488-PSYCG;Si;Masculino;False;No;No;16;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Transferencia bancaria (automática);0.67;20.25;327.45
4489-SNOJF;Si;Femenino;False;Si;Si;35;Si;Si;DSL;Si;No;Si;Si;Si;No;Mes a mes;No;Cheque electrónico;2.38;72.25;2568.55
4495-LHSSK;No;Femenino;False;No;Si;18;Si;Si;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque por correo;1.9;57.65;992.7
4498-WRAJX;No;Masculino;True;Si;Si;71;Si;Si;Fibra óptica;Si;Si;No;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.46;105.1;7548.1
4500-HKANN;No;Masculino;False;Si;Si;23;Si;Si;DSL;No;Si;No;Si;No;No;Dos años;No;Cheque por correo;1.96;59.7;1414.2
4501-EQDRN;Si;Femenino;False;No;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);2.29;69.7;69.7
4501-UYKBC;No;Femenino;True;No;No;46;Si;Si;DSL;No;No;Si;Si;No;Si;Un año;Si;Tarjeta de crédito (automática);2.27;69.1;3255.35
4501-VCPFK;No;Masculino;False;No;No;26;No;Sin servicio telefónico;DSL;No;No;Si;Si;No;No;Mes a mes;No;Cheque electrónico;1.18;35.75;1022.5
4503-BDXBD;Si;Masculino;False;No;No;11;Si;No;Fibra óptica;No;Si;No;No;No;No;Mes a mes;No;Cheque electrónico;2.46;74.95;815.5
4504-YOULA;No;Femenino;False;Si;Si;35;Si;Si;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);1.9500000000000002;59.45;2136.9
4505-EXZHB;Si;Femenino;True;No;No;6;Si;No;Fibra óptica;No;No;Si;No;No;No;Mes a mes;No;Cheque electrónico;2.45;74.4;434.1
4508-OEBEY;No;Masculino;False;Si;No;31;Si;No;DSL;Si;Si;Si;Si;No;Si;Un año;Si;Tarjeta de crédito (automática);2.48;75.5;2424.45
4510-HIMLV;Si;Masculino;False;No;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.29;69.8;69.8
4510-PYUSH;Si;Femenino;True;No;No;38;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);1.88;57.15;2250.65
4512-ZUIYL;Si;Femenino;False;No;No;2;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);2.3;70.0;153.05
4513-CXYIX;No;Femenino;True;Si;No;71;Si;Si;Fibra óptica;Si;No;No;No;No;No;Dos años;Si;Tarjeta de crédito (automática);2.65;80.7;5676.0
4514-GFCFI;Si;Femenino;True;No;No;16;Si;Si;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.79;84.75;1350.15
4518-FZBSX;No;Masculino;False;Si;Si;42;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.67;20.25;854.9
4521-WFJAI;No;Masculino;False;No;No;56;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.85;25.95;1444.05
4521-YEEHE;No;Femenino;False;Si;No;18;Si;Si;Fibra óptica;No;No;No;Si;Si;No;Mes a mes;Si;Cheque electrónico;2.92;88.85;1594.75
4522-AKYLR;No;Femenino;True;No;No;13;Si;No;DSL;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electrónico;1.8;54.8;731.3
4522-XRWWI;No;Masculino;False;Si;No;42;Si;Si;DSL;Si;No;No;Si;Si;Si;Un año;No;Tarjeta de crédito (automática);2.64;80.45;3375.9
4523-WXCEF;Si;Femenino;False;Si;No;59;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electrónico;3.32;101.1;6039.9
4524-QCSSM;No;Masculino;False;No;No;26;No;Sin servicio telefónico;DSL;Si;Si;No;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);1.47;44.65;1156.55
4525-VZCZG;No;Masculino;False;No;Si;54;Si;No;Fibra óptica;Si;Si;No;Si;Si;Si;Un año;Si;Cheque electrónico;3.48;105.85;5826.65
4526-EXKKN;No;Masculino;False;No;No;40;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Cheque por correo;0.81;24.6;973.95
4526-RMTLL;No;Masculino;False;Si;Si;8;Si;Si;DSL;Si;Si;No;Si;No;Si;Dos años;Si;Tarjeta de crédito (automática);2.5;76.15;645.8
4526-ZJJTM;No;Femenino;True;Si;No;25;Si;No;Fibra óptica;No;Si;Si;No;No;Si;Mes a mes;No;Transferencia bancaria (automática);2.91;88.4;2191.15
4529-CKBCL;Si;Femenino;False;No;No;2;Si;No;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.64;80.2;146.05
4530-NDRKU;No;Femenino;False;Si;Si;42;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque electrónico;0.63;19.05;761.85
4531-AUZNK;No;Femenino;False;Si;Si;51;Si;Si;Fibra óptica;Si;No;No;Si;Si;No;Un año;Si;Cheque por correo;3.13;95.15;5000.05
4534-WGCIR;No;Femenino;False;Si;Si;58;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.8300000000000001;25.15;1509.9
4536-IPCKQ;Si;Masculino;False;No;No;56;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electrónico;3.24;98.6;5581.05
4536-PLEQY;No;Masculino;False;Si;No;12;Si;No;Fibra óptica;No;Si;No;No;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);2.8;85.05;999.8
4537-CIBHB;No;Femenino;False;Si;Si;9;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.67;20.25;172.35
4537-DKTAL;No;Femenino;False;No;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;1.5;45.55;84.4
4538-WNTMJ;No;Femenino;False;Si;Si;46;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.8200000000000001;24.95;1165.9
4541-RMRLG;Si;Masculino;False;No;No;7;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electrónico;0.63;19.25;112.3
4544-RXFMG;No;Masculino;False;Si;Si;8;Si;No;DSL;No;No;No;No;No;No;Un año;Si;Cheque por correo;1.43;43.45;345.5
4546-FOKWR;No;Femenino;False;No;No;16;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.46;74.75;1129.35
4547-FZJWE;No;Masculino;False;Si;Si;55;Si;No;DSL;Si;No;No;No;No;Si;Un año;No;Tarjeta de crédito (automática);1.9500000000000002;59.45;3157.0
4547-KQRTM;Si;Femenino;False;No;No;10;Si;Si;Fibra óptica;No;Si;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);2.63;80.05;830.7
4547-LYTDD;Si;Femenino;False;No;No;16;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;2.39;72.65;1194.3
4548-SDBKE;Si;Femenino;False;No;No;5;Si;Si;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.8;85.2;474.8
4549-ZDQYY;No;Femenino;False;No;No;52;Si;No;DSL;Si;No;Si;Si;No;No;Un año;No;Tarjeta de crédito (automática);1.9100000000000001;57.95;3042.25
4550-EVXNY;Si;Femenino;False;No;Si;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.29;69.65;69.65
4550-VBOFE;Si;Masculino;True;Si;No;70;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.38;102.95;7101.5
4553-DVPZG;No;Femenino;False;Si;No;62;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.33;101.35;6164.7
4554-YGZIH;Si;Masculino;True;Si;No;49;Si;Si;Fibra óptica;No;Si;No;No;No;Si;Mes a mes;No;Tarjeta de crédito (automática);2.96;90.05;4547.25
4555-YIGPD;No;Femenino;False;No;Si;4;No;Sin servicio telefónico;DSL;Si;Si;Si;No;Si;Si;Mes a mes;Si;Cheque por correo;1.88;57.2;223.75
4558-CGYCZ;No;Masculino;False;No;No;4;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.65;19.75;78.3
4558-FANTW;Si;Femenino;False;Si;Si;17;Si;No;Fibra óptica;Si;No;No;Si;Si;No;Mes a mes;No;Cheque electrónico;3.02;91.85;1574.45
4559-UWIHT;No;Masculino;False;Si;No;14;Si;Si;Fibra óptica;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electrónico;2.7199999999999998;82.65;1185.0
4560-WQAQW;No;Femenino;False;No;No;59;Si;Si;DSL;Si;No;No;Si;No;Si;Un año;No;Transferencia bancaria (automática);2.26;68.7;4070.95
4565-EVZMJ;No;Femenino;False;No;No;47;Si;No;DSL;Si;Si;No;Si;No;No;Un año;Si;Cheque por correo;1.94;58.9;2813.05
4565-NLZBV;No;Femenino;False;Si;No;71;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.81;24.65;1710.15
4566-GOLUK;Si;Masculino;False;Si;Si;47;Si;Si;Fibra óptica;No;No;Si;Si;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.5300000000000002;107.35;5118.95
4566-NECEV;No;Masculino;False;No;No;5;Si;Si;Fibra óptica;No;Si;Si;No;No;Si;Mes a mes;No;Cheque electrónico;3.17;96.55;500.1
4566-QVRRW;Si;Femenino;False;Si;No;11;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;1.45;44.05;483.7
4567-AKPIA;No;Femenino;False;Si;Si;41;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);3.59;109.1;4454.25
4568-KNYWR;No;Masculino;False;No;No;52;Si;No;DSL;Si;Si;No;No;Si;No;Dos años;Si;Tarjeta de crédito (automática);2.08;63.25;3342.45
4568-TTZRT;No;Masculino;False;No;No;9;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.67;20.4;181.8
4570-QHXHL;No;Femenino;False;No;No;9;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;1.44;43.75;405.7
4572-DVCGN;Si;Femenino;False;No;No;10;Si;No;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);2.64;80.25;846.0
4573-JKNAE;No;Masculino;False;No;Si;12;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.64;19.35;212.3
4576-CSAJH;Si;Masculino;False;No;No;22;Si;No;DSL;No;Si;No;Si;No;No;Un año;Si;Tarjeta de crédito (automática);1.81;55.15;1193.05
4578-PHJYZ;No;Masculino;False;Si;Si;52;Si;No;DSL;No;Si;Si;Si;Si;No;Un año;Si;Cheque electrónico;2.26;68.75;3482.85
4580-TMHJU;Si;Femenino;False;Si;Si;43;Si;No;DSL;No;No;No;No;Si;No;Mes a mes;No;Cheque electrónico;1.85;56.15;2499.3
4581-LNWUM;No;Femenino;False;No;No;13;No;Sin servicio telefónico;DSL;No;No;Si;No;Si;Si;Mes a mes;No;Cheque electrónico;1.62;49.15;649.4
4581-SSPWD;Si;Femenino;False;No;No;3;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.49;75.8;246.3
4583-PARNH;No;Masculino;True;Si;No;16;Si;No;Fibra óptica;No;No;Si;Si;No;Si;Mes a mes;Si;Cheque electrónico;3.01;91.55;1540.05
4584-LBNMK;No;Masculino;True;Si;No;45;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);0.81;24.7;1174.35
4585-HETAI;Si;Femenino;False;Si;Si;4;Si;No;Fibra óptica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electrónico;2.42;73.75;325.45
